PM2.5,PM10,NO2,SO2,CO,O3,AQI
110.65,127.36,158.88,71.86,4.11,146.94,184.49
296.9,75.18,108.26,78.2,4.03,82.09,230.7
206.87,168.8,10.66,28.61,4.73,79.69,203.91
284.95,100.59,12.9,16.39,4.99,46.4,219.45
47.05,218.57,124.47,30.6,4.88,149.58,179.96
117.73,87.54,162.19,51.74,2.11,44.76,132.46
168.65,208.28,90.37,35.53,1.33,70.67,156.72
27.64,71.38,113.14,57.7,3.82,5.43,106.13
6.24,271.68,160.97,7.24,1.57,55.64,113.54
202.78,304.04,124.05,51.96,4.05,15.36,228.8
194.34,53.05,48.83,38.06,2.72,112.85,157.15
126.18,192.44,124.55,54.4,3.99,86.35,185.89
149.45,37.64,127.51,43.41,1.45,87.96,125.75
127.56,243.29,148.15,29.85,2.59,46.54,170.71
12.08,113.12,126.07,90.6,2.86,123.16,116.86
103.93,215.77,194.0,20.11,4.72,5.47,187.48
57.24,211.81,43.47,68.77,1.41,53.37,107.76
34.04,370.5,190.46,92.62,4.69,100.63,210.99
287.23,224.14,109.98,54.79,4.04,136.65,262.85
181.81,237.37,136.03,87.89,3.68,39.02,210.47
219.95,166.64,24.4,14.24,3.96,83.46,198.25
98.03,380.14,79.21,50.39,3.07,83.01,190.61
120.98,313.1,155.03,46.79,1.3,131.76,178.15
74.89,121.31,142.85,2.8,1.03,12.32,93.2
33.6,339.24,12.83,45.44,4.35,66.55,162.92
57.81,178.63,111.59,38.16,3.65,31.46,138.92
240.27,333.18,22.21,67.64,1.14,8.12,191.23
204.88,330.93,199.19,93.96,3.11,26.32,238.07
166.34,83.66,179.97,10.41,2.29,146.59,167.69
145.15,283.45,9.11,34.09,0.88,36.15,138.11
277.12,123.35,172.44,45.52,2.71,140.58,227.61
26.46,126.02,184.29,46.61,1.48,34.76,95.5
87.78,125.58,73.94,77.93,0.57,140.04,108.69
108.23,292.97,145.3,45.45,2.39,99.92,179.04
235.82,99.63,91.21,4.66,2.99,21.42,176.49
297.79,10.35,132.77,71.59,0.33,89.38,166.62
76.0,288.94,71.36,88.71,2.07,51.18,146.49
262.92,76.76,67.9,52.36,1.36,60.56,165.46
250.03,50.75,87.76,58.95,0.25,68.82,143.3
71.27,102.63,33.39,17.97,0.72,66.29,76.52
122.8,158.16,167.07,23.62,0.78,101.3,135.09
125.85,195.6,73.0,25.05,1.0,116.41,135.32
293.58,27.38,83.03,44.21,4.04,52.73,208.24
58.36,388.52,179.34,92.96,2.25,139.03,191.9
240.75,289.26,101.84,53.13,0.82,141.08,208.22
103.59,136.05,111.13,20.83,0.59,10.9,97.9
220.61,134.29,191.52,28.08,1.56,7.16,171.11
128.9,184.93,177.91,39.63,4.01,66.63,189.35
175.62,254.24,38.05,63.08,1.89,90.64,174.99
250.62,67.09,97.28,45.12,0.88,45.3,152.82
242.23,83.68,194.4,40.46,2.08,42.61,184.43
260.59,345.18,77.61,57.34,2.82,103.36,248.47
22.59,109.94,77.46,25.7,0.24,92.25,62.72
209.15,158.28,43.03,9.73,3.18,29.24,174.76
46.3,349.8,27.29,4.39,2.04,133.25,143.54
127.67,268.63,149.36,26.62,0.15,103.6,147.61
166.83,143.27,155.16,10.98,3.4,57.57,179.42
123.81,276.64,193.96,34.96,3.59,104.13,206.92
158.29,17.68,155.82,77.75,3.18,21.33,148.92
298.98,296.9,52.45,72.2,1.78,72.9,231.62
44.89,199.94,12.82,61.87,2.7,29.5,110.9
204.26,327.14,197.16,85.55,2.0,11.01,216.87
121.82,382.31,71.39,29.64,3.53,54.06,199.97
44.24,371.06,65.83,88.74,2.96,26.86,159.08
51.83,364.61,181.66,41.13,0.5,96.86,147.06
285.04,209.75,119.09,41.29,3.25,102.74,242.13
264.48,150.46,46.9,41.72,3.47,26.56,203.09
272.58,191.36,178.37,11.61,1.92,8.57,205.25
297.5,279.06,198.71,97.6,4.39,119.96,298.24
66.45,354.76,21.9,15.57,4.23,5.3,166.63
109.85,90.72,173.14,35.41,0.96,54.87,114.2
202.42,368.1,81.15,33.29,4.53,76.71,249.56
147.72,327.92,107.19,9.32,2.26,123.7,194.14
128.42,391.75,183.39,16.92,3.65,126.59,232.61
110.55,353.3,194.81,6.4,4.09,110.12,222.6
180.17,119.18,56.12,30.66,2.58,40.84,152.14
174.8,51.32,46.51,86.93,2.06,109.43,143.1
52.63,53.77,20.7,35.27,4.59,40.75,113.34
144.16,123.58,114.55,14.12,1.23,36.12,124.86
168.27,249.53,7.65,65.28,1.36,84.33,157.93
173.23,323.68,85.32,99.67,1.87,103.43,200.39
66.98,360.71,19.31,24.77,4.31,12.69,170.88
223.97,253.26,84.02,29.4,4.7,13.7,228.34
12.43,12.2,12.79,97.24,1.18,118.7,54.54
109.68,82.66,167.87,19.52,4.33,129.63,171.97
235.16,48.89,45.9,52.1,1.37,92.64,150.31
171.35,151.7,69.02,25.49,4.86,67.18,194.7
82.04,205.53,174.66,93.37,3.03,127.57,174.0
210.01,26.92,150.52,98.19,0.13,110.68,140.41
172.38,145.91,47.71,81.84,0.27,89.04,130.84
239.89,79.88,19.02,32.85,0.82,51.36,138.12
221.83,262.36,144.56,41.54,1.02,33.71,187.39
184.98,191.07,81.19,25.75,3.86,65.71,194.73
149.01,203.17,154.39,89.29,1.19,46.59,157.19
44.29,176.8,91.83,91.63,4.85,54.19,156.87
82.09,382.85,72.47,43.05,3.22,79.77,184.8
128.63,93.75,92.99,66.34,3.49,29.52,147.61
181.79,211.5,150.97,18.22,1.17,121.9,175.28
156.54,297.05,180.93,44.62,4.47,26.1,224.66
90.01,227.17,14.7,63.89,3.37,74.74,151.83
6.91,372.32,107.2,39.77,4.34,113.17,179.29
151.39,157.41,11.4,37.04,4.79,75.33,180.55
89.26,190.83,96.34,2.1,0.72,57.35,107.87
221.71,44.52,177.63,80.82,0.57,73.86,151.99
12.06,247.51,75.51,89.16,4.04,128.06,154.33
177.52,122.4,186.83,97.01,4.34,148.61,220.67
282.73,72.52,127.97,72.49,2.96,96.52,212.93
56.45,222.37,187.16,55.78,1.89,120.05,147.11
144.14,217.6,152.65,28.39,3.3,7.1,177.44
31.97,39.59,25.17,99.93,1.6,132.65,78.34
189.58,282.3,50.07,59.8,1.27,143.34,186.3
167.41,253.27,81.86,68.75,2.49,88.4,187.41
125.17,83.72,38.17,68.88,1.16,114.3,113.96
158.81,193.08,101.51,84.83,2.47,79.35,174.8
269.49,290.93,96.92,2.95,4.79,46.5,259.6
62.91,216.48,191.47,23.58,4.21,128.58,182.05
11.66,164.24,89.58,67.22,4.71,91.54,142.11
259.19,135.71,158.2,89.72,4.05,89.01,237.64
175.25,248.05,188.67,69.16,1.84,100.57,197.59
267.74,376.25,176.01,42.52,4.08,129.12,293.56
181.1,271.98,45.69,37.43,4.62,111.13,223.44
244.0,39.15,101.73,74.32,4.74,35.61,204.57
131.75,189.67,72.81,74.64,3.45,72.69,171.64
226.21,357.42,82.97,61.49,1.14,147.14,219.67
274.35,46.84,75.36,30.56,0.29,85.41,150.7
173.78,395.66,166.14,92.67,0.82,141.05,216.31
58.33,380.14,93.17,56.08,4.83,122.94,209.85
84.3,40.53,107.12,79.47,2.36,101.57,116.54
63.6,374.03,196.58,23.0,4.29,55.66,204.72
77.82,151.62,16.7,35.72,2.38,49.13,110.58
95.39,339.44,100.15,87.71,3.34,98.3,194.65
168.76,173.17,155.94,6.91,0.22,67.72,139.65
178.46,181.93,34.48,52.21,1.32,120.82,156.15
130.82,257.35,124.25,49.21,2.24,115.27,178.21
186.55,312.05,51.7,75.62,3.19,50.26,207.74
29.06,23.18,174.14,29.63,0.94,106.9,75.49
30.9,241.33,68.78,23.47,3.85,76.71,142.49
55.69,82.83,69.17,92.76,1.89,51.88,94.56
157.83,144.92,121.65,58.03,4.11,64.88,187.48
68.13,145.71,40.79,12.26,0.58,134.83,92.66
88.57,192.93,60.55,20.92,3.43,57.13,145.22
123.09,140.31,86.24,99.88,1.54,46.67,130.29
244.5,51.87,73.96,21.17,4.0,56.01,189.75
9.09,66.8,107.35,61.83,2.07,36.12,75.76
196.57,23.04,121.93,43.17,3.36,83.97,168.84
202.32,193.4,115.5,88.79,4.68,26.38,219.94
240.6,382.23,132.56,76.01,0.2,123.53,221.72
280.16,55.11,65.01,60.5,0.15,37.71,146.86
10.94,379.04,29.65,3.05,3.87,91.72,156.81
50.37,296.01,153.36,88.22,3.27,23.13,163.65
266.42,258.62,170.9,45.58,1.54,146.88,233.55
140.26,261.66,55.12,93.29,2.52,70.91,174.51
171.55,332.42,84.38,50.56,0.31,124.21,176.03
200.59,51.7,102.22,70.03,1.04,116.45,146.03
205.32,206.85,109.0,8.79,2.18,108.49,189.7
279.86,281.87,133.6,75.02,4.19,124.97,277.41
299.1,238.86,13.11,35.12,2.45,19.57,212.58
217.45,334.78,145.69,36.43,2.97,103.38,239.54
89.73,38.19,17.08,13.63,4.38,43.54,119.71
264.53,279.37,96.32,16.39,1.61,118.95,219.81
19.52,218.27,166.4,20.2,3.53,143.75,153.01
73.17,157.87,92.99,34.16,4.32,135.72,163.4
269.73,142.71,34.07,89.41,1.09,21.67,170.13
80.58,252.12,197.08,38.09,1.85,58.59,152.52
70.09,357.49,178.41,72.99,4.9,57.83,215.78
45.75,203.51,155.41,10.11,4.92,22.73,160.5
258.44,331.64,85.24,59.93,1.19,19.23,209.27
152.52,166.84,40.85,49.23,0.43,60.81,120.93
204.09,49.93,188.58,97.84,1.43,148.85,173.43
75.52,33.99,108.81,84.93,2.05,87.5,105.68
228.62,30.02,171.21,46.57,2.26,95.16,175.98
229.2,158.26,71.71,77.96,3.13,73.3,199.86
97.22,141.52,70.38,20.92,4.51,101.04,162.61
126.15,290.0,197.18,57.11,1.72,143.72,191.09
66.86,299.7,106.76,9.31,4.26,90.36,181.16
293.09,29.83,32.44,36.11,0.56,14.43,142.21
195.45,96.24,47.84,24.13,0.31,76.47,123.07
280.69,116.96,98.98,72.45,2.57,148.95,218.65
94.5,223.57,13.28,50.03,0.39,61.17,104.57
235.66,66.36,95.19,75.6,2.02,91.11,173.39
230.93,62.24,86.69,52.5,4.49,20.46,193.56
209.04,378.08,156.97,10.48,1.28,25.47,206.89
289.86,323.64,74.21,74.07,3.56,131.83,272.38
121.1,80.46,196.6,83.66,1.58,48.55,133.39
43.56,168.56,40.25,90.55,0.32,49.29,78.42
203.15,148.69,120.24,58.06,2.83,61.15,186.43
220.15,318.49,22.49,75.85,4.19,145.14,247.35
174.64,208.98,148.1,75.7,2.11,17.24,175.62
66.01,59.86,198.98,17.26,3.12,123.72,135.38
153.81,298.21,164.73,18.09,4.51,54.53,223.52
97.1,164.79,113.36,8.95,3.97,128.17,168.46
131.1,112.54,99.52,33.35,1.05,148.8,131.28
195.34,156.44,167.83,48.4,3.69,55.56,203.18
224.84,204.13,187.51,99.79,2.56,23.76,210.82
73.51,143.82,197.9,44.24,3.76,25.93,152.49
124.57,104.34,82.33,73.17,2.52,115.02,145.46
84.4,165.42,198.23,69.95,0.73,26.01,118.38
63.6,17.48,35.41,22.04,2.89,42.76,86.25
236.1,311.27,54.44,7.73,2.51,34.64,208.5
273.23,76.67,22.36,55.51,2.64,56.57,181.58
114.22,27.12,57.99,70.63,4.41,15.78,135.34
226.63,264.94,154.75,99.83,4.48,129.23,263.49
269.61,311.84,171.32,37.14,2.32,129.72,253.92
254.61,327.39,156.88,89.84,2.33,64.88,244.57
58.93,202.47,128.06,39.43,2.62,93.75,140.65
287.11,90.09,105.22,69.56,2.65,98.08,210.0
116.12,297.52,143.2,60.63,4.76,113.64,221.89
105.08,282.89,81.21,7.19,3.28,80.5,172.82
23.42,106.05,169.06,9.68,1.46,79.0,90.65
148.42,362.33,137.05,4.03,2.7,96.54,207.84
37.16,50.7,141.07,38.34,3.17,106.94,113.64
78.32,393.25,109.51,75.09,3.23,55.27,190.73
98.5,345.5,177.62,18.93,2.97,52.9,189.49
243.6,278.28,54.14,61.37,0.97,44.11,188.54
263.27,376.11,79.32,30.31,0.26,84.58,212.12
94.23,291.7,156.64,80.11,1.76,57.22,162.45
258.32,84.28,101.09,80.24,2.19,83.35,188.79
257.88,182.44,178.4,77.99,0.4,63.87,189.82
230.57,37.89,72.55,53.43,4.09,126.33,196.38
48.28,161.97,77.02,29.89,1.79,15.6,95.38
208.65,299.23,178.3,81.33,4.58,87.97,260.03
283.78,160.71,95.55,20.24,0.86,88.47,188.13
206.35,138.81,105.64,30.4,0.38,60.64,143.97
102.83,242.19,69.89,20.03,2.46,66.05,148.91
152.67,350.16,58.95,68.07,1.03,121.02,180.3
195.49,28.56,132.91,69.25,4.69,45.7,188.02
155.62,160.33,28.37,65.95,0.15,131.35,127.12
40.39,71.71,176.46,42.73,2.12,134.97,113.31
97.06,281.19,156.94,11.82,4.64,99.34,204.3
241.71,51.23,42.2,91.29,1.98,117.06,169.7
259.12,269.28,140.33,51.76,0.56,93.88,206.15
45.5,121.61,122.51,41.88,1.58,81.16,101.03
285.95,87.58,40.98,59.7,2.54,145.17,203.89
102.0,375.18,58.27,20.89,1.01,45.98,148.67
200.38,17.22,84.75,14.99,2.39,27.35,137.7
226.79,180.73,141.35,41.74,4.2,46.69,222.21
244.52,18.43,129.55,24.27,4.38,94.12,203.11
284.0,198.6,108.79,25.94,0.34,31.85,182.13
97.31,205.41,154.84,89.47,0.89,136.78,146.02
258.26,135.45,152.8,54.01,1.45,64.6,190.14
43.85,61.54,125.48,49.38,3.01,128.24,118.07
212.99,156.79,158.46,69.57,1.87,41.14,181.48
223.88,272.18,70.18,95.25,4.24,50.41,235.14
204.93,315.13,176.84,13.0,3.61,13.59,229.04
79.43,216.99,124.91,83.69,0.59,42.38,117.52
262.55,240.04,165.36,59.23,3.16,76.1,242.57
54.81,88.24,111.52,16.32,0.65,142.19,89.07
20.82,122.06,47.6,31.12,1.35,61.39,72.45
216.65,73.14,110.77,49.27,0.97,97.76,152.07
145.27,107.23,77.37,69.74,0.95,67.02,122.4
255.48,97.71,141.01,25.78,3.12,11.78,194.04
118.1,212.59,97.78,54.42,2.86,78.01,164.49
54.64,229.45,168.04,69.1,0.96,14.56,116.48
251.75,378.53,137.22,45.98,4.95,133.14,295.84
166.93,86.27,138.49,86.58,2.17,114.19,163.09
60.81,260.25,47.35,87.21,0.58,59.9,109.82
217.51,328.73,196.93,48.13,0.69,97.83,212.14
155.78,228.49,169.13,97.35,2.96,21.24,190.72
183.27,109.45,158.86,9.41,4.9,106.87,209.46
140.97,112.39,69.39,2.33,2.9,124.3,151.69
249.47,25.31,109.45,39.31,4.75,124.15,215.07
249.72,129.12,31.74,60.91,2.28,46.22,177.64
214.27,300.4,110.0,63.66,2.24,43.24,208.67
36.09,28.53,33.45,48.69,2.55,80.6,80.37
252.46,95.53,112.84,14.24,3.52,145.33,213.0
202.95,285.43,131.5,18.71,1.9,138.48,209.15
210.62,315.23,81.09,85.51,4.33,57.15,241.58
112.08,187.57,102.22,87.06,0.24,118.08,127.75
264.39,282.25,175.75,68.04,2.25,138.59,249.98
218.98,161.3,26.17,67.09,2.6,42.83,175.97
38.21,72.37,159.39,60.57,3.07,125.39,124.65
125.29,165.28,38.3,21.89,1.45,43.84,119.47
266.48,236.19,12.16,43.97,2.19,54.78,201.19
18.92,379.74,41.19,70.2,2.47,33.83,138.9
288.62,36.81,154.18,54.65,3.47,78.53,215.17
205.35,207.88,84.0,3.82,3.89,127.28,214.15
191.26,138.28,175.14,95.45,3.72,81.57,207.94
84.81,208.24,107.32,84.79,1.77,22.9,130.19
78.39,19.35,9.34,27.53,5.0,41.51,120.57
282.91,132.08,144.76,62.41,4.26,86.61,244.4
92.99,329.75,26.5,92.48,1.37,89.56,150.41
233.77,226.04,158.93,11.41,1.06,88.65,192.84
120.97,185.73,37.78,51.3,1.64,16.17,123.34
46.08,121.35,72.36,46.71,2.32,114.29,110.12
8.16,126.24,153.45,42.2,4.27,136.87,140.31
165.56,159.41,191.08,83.89,3.91,79.03,205.72
292.85,335.87,77.43,39.3,4.27,109.23,280.31
113.9,387.21,166.73,8.24,1.43,137.53,190.95
110.37,181.08,42.2,8.45,3.01,98.18,147.39
106.51,163.41,162.4,6.19,1.49,102.78,138.0
158.56,340.15,133.21,42.1,0.63,109.6,181.6
135.0,176.49,42.58,72.4,3.45,42.77,161.13
264.57,225.29,63.99,21.96,0.8,89.49,188.12
154.13,100.07,30.7,65.35,3.37,127.12,162.45
154.79,299.97,79.68,69.33,3.28,47.94,197.11
45.82,217.48,44.71,27.01,4.07,135.09,152.55
294.91,325.52,130.58,60.85,0.78,94.96,234.74
78.74,314.49,198.93,69.12,3.94,66.36,200.18
26.64,93.85,7.34,47.73,5.0,95.36,124.55
200.63,289.1,110.48,35.0,4.27,63.27,231.68
180.63,322.02,116.86,62.68,3.78,126.52,236.19
127.47,144.98,183.27,97.83,3.34,74.94,178.67
129.55,77.32,103.67,43.83,2.17,135.68,140.07
236.59,11.03,111.02,40.39,3.68,78.92,184.57
62.74,185.85,96.97,47.5,3.65,100.75,151.4
246.97,147.45,57.44,9.47,3.19,149.67,208.21
196.38,226.41,15.93,56.21,4.0,26.31,195.82
128.6,83.34,84.69,34.21,2.3,111.83,135.49
140.12,345.27,15.26,13.9,0.69,25.14,142.96
80.71,110.52,112.35,47.69,2.84,126.64,137.6
226.87,98.31,64.92,2.33,1.4,91.49,155.09
156.3,197.48,109.05,41.37,1.98,141.03,173.42
99.65,204.55,31.19,12.36,0.19,130.56,109.05
180.83,93.88,186.86,4.38,1.98,15.86,151.59
298.74,116.03,179.43,82.8,4.06,24.91,242.58
133.4,76.19,42.05,91.79,2.76,92.17,139.3
276.6,290.2,71.97,22.35,0.15,80.16,195.96
106.78,310.33,124.63,54.85,2.4,29.44,169.41
21.15,190.31,23.66,29.24,1.53,23.76,79.48
65.25,288.49,74.14,50.37,2.44,86.78,149.57
128.52,297.01,53.97,44.79,2.08,12.09,156.44
69.79,63.93,183.53,28.37,4.67,131.69,160.82
5.07,386.81,171.24,70.64,0.3,122.03,134.97
274.93,330.2,118.07,14.4,3.45,118.88,264.74
253.94,89.75,106.47,7.2,4.27,7.32,201.37
223.98,82.6,186.49,77.23,4.8,11.91,215.6
54.51,59.01,186.82,67.26,0.97,84.73,95.62
40.51,63.97,194.02,50.86,2.7,149.19,126.11
24.94,301.78,29.45,47.84,0.31,54.64,92.43
218.59,193.17,36.31,50.75,2.55,54.93,183.02
279.0,315.34,136.96,44.83,0.71,24.47,214.09
132.01,301.04,110.58,40.5,4.21,102.78,212.15
40.15,245.8,8.6,50.97,0.66,98.77,96.29
156.16,277.68,17.09,53.79,2.62,19.69,168.12
107.91,17.16,178.18,69.81,2.65,72.77,131.02
115.57,131.59,174.43,71.7,4.86,101.73,194.06
188.29,258.75,74.67,39.01,3.31,76.56,203.29
217.02,13.64,178.75,42.53,1.51,102.78,158.68
37.63,22.86,120.77,38.62,1.28,123.36,79.3
15.5,342.24,162.15,54.58,0.73,104.44,131.02
298.33,276.77,88.35,46.43,3.81,94.34,263.83
73.65,113.49,27.11,89.18,3.48,128.77,136.73
20.88,278.31,89.58,70.24,3.09,135.59,151.14
61.01,319.06,94.17,90.07,0.3,61.39,125.06
16.49,129.65,112.43,71.5,3.84,30.12,118.63
120.58,24.05,25.59,97.16,3.25,123.59,133.82
241.71,373.78,198.32,64.3,4.82,35.99,285.36
105.67,144.62,52.61,96.43,2.98,139.7,154.34
136.03,51.53,43.72,17.5,1.59,8.32,98.12
204.3,201.82,107.73,7.14,1.97,138.58,189.29
155.12,309.7,109.76,58.75,0.96,90.43,174.32
259.13,96.44,90.77,98.38,3.64,117.34,218.63
260.48,115.1,155.52,42.93,3.57,62.78,217.77
7.92,104.66,105.75,22.78,1.08,148.8,80.81
234.52,396.75,123.89,53.11,0.88,37.99,215.9
140.92,86.99,146.13,65.58,0.48,43.33,115.9
296.71,234.45,9.88,32.89,4.57,12.46,240.74
147.55,370.85,116.28,72.05,1.24,141.37,197.67
296.13,67.29,177.42,97.56,1.79,71.12,205.75
227.6,388.63,8.39,89.9,1.47,102.85,216.56
78.34,379.52,84.01,30.58,2.13,104.68,170.5
163.83,354.98,185.61,34.02,3.6,131.8,241.52
297.68,93.68,73.87,38.41,4.37,101.41,233.43
257.97,257.28,94.45,40.67,0.99,86.49,200.77
33.72,306.75,196.4,11.83,3.46,108.0,173.63
213.38,394.55,43.87,76.67,1.83,113.89,223.01
106.95,80.37,17.72,37.8,4.9,31.96,143.65
7.06,308.75,172.59,88.22,1.56,20.9,125.89
124.03,142.13,174.35,92.84,0.14,15.85,117.88
74.25,78.49,97.06,4.39,2.63,59.24,108.68
246.57,174.34,105.27,98.87,0.84,77.21,183.33
104.51,319.6,167.98,71.58,0.32,94.27,156.99
249.12,191.29,149.02,53.0,3.52,143.92,239.97
5.18,219.63,56.7,40.17,3.69,52.96,121.79
95.81,398.11,8.29,52.81,2.36,115.33,177.13
76.14,165.65,98.54,33.81,3.42,82.05,145.31
73.9,250.01,172.49,63.02,2.74,36.91,158.34
25.12,152.45,179.69,11.11,3.19,94.22,130.52
60.2,163.19,191.46,62.87,3.02,145.24,158.87
168.89,281.3,176.51,28.98,3.36,23.02,207.08
90.95,375.78,118.11,3.73,1.08,78.56,157.58
128.13,221.52,91.7,56.17,1.42,12.48,138.05
116.18,309.68,156.1,58.69,2.26,51.58,179.26
263.39,44.79,149.27,43.8,2.29,94.99,189.62
272.06,92.35,109.94,9.08,3.89,126.95,222.16
150.42,205.83,22.03,89.55,1.9,110.9,158.73
102.4,17.8,185.59,61.92,0.9,72.11,102.81
36.51,108.61,93.84,13.34,1.33,136.84,92.24
286.25,211.79,75.85,52.07,1.15,48.89,198.06
22.77,15.83,127.77,50.73,3.69,114.33,108.94
92.81,113.17,136.4,7.92,2.4,73.73,128.14
92.93,210.47,46.08,61.47,3.57,135.3,166.21
99.52,233.53,168.2,81.22,2.14,120.63,170.05
53.46,371.04,61.54,75.4,4.46,135.71,199.62
236.03,261.68,41.4,21.89,4.92,36.07,234.35
41.14,171.75,84.25,86.5,3.38,101.88,138.11
192.3,372.84,147.46,35.57,4.33,112.08,258.96
41.53,316.1,193.26,94.76,2.59,112.65,174.03
25.81,88.0,162.81,9.03,4.68,78.08,135.16
273.28,61.03,188.37,49.65,4.17,6.63,218.35
61.09,273.57,32.42,60.52,4.96,42.91,170.89
247.27,228.35,18.88,26.27,3.15,51.88,205.12
165.67,317.97,113.75,77.6,3.92,128.55,232.74
27.97,298.13,61.61,63.44,2.76,126.93,146.84
286.86,253.83,166.47,3.77,1.37,20.18,214.43
77.85,394.69,136.04,61.62,1.84,142.73,185.63
258.6,218.1,194.29,50.16,4.48,31.46,253.15
54.8,54.11,54.68,21.21,0.37,65.08,58.44
256.91,333.03,99.73,99.58,3.0,36.2,244.69
8.9,108.22,102.74,89.92,1.93,129.75,97.95
155.98,313.15,51.64,30.67,1.99,113.66,182.8
231.99,383.27,120.07,55.02,4.43,56.26,267.92
280.76,281.75,91.44,33.02,4.28,103.87,265.51
273.21,242.45,92.11,78.0,3.03,31.73,229.67
246.79,189.55,75.73,93.17,1.44,60.43,187.93
267.02,152.12,8.3,37.17,2.43,59.68,187.59
63.77,147.67,106.81,80.95,2.1,39.5,116.59
88.83,258.19,70.37,50.84,1.83,132.07,150.11
90.25,303.0,5.26,40.86,0.6,103.43,126.14
116.23,274.62,65.05,93.97,2.76,45.59,168.83
121.03,87.38,59.33,52.02,1.58,40.11,109.69
165.64,202.66,81.72,47.81,3.34,7.6,175.04
52.16,318.74,30.71,67.9,1.66,55.25,129.26
208.92,195.52,104.0,27.6,2.21,81.38,186.43
54.43,219.28,140.03,33.83,0.36,45.27,102.16
96.54,310.74,127.89,93.34,4.96,106.57,219.72
153.49,267.89,161.73,68.5,2.59,64.7,194.6
239.95,169.64,93.14,83.01,0.22,50.87,163.09
223.14,359.21,106.22,28.57,2.75,141.16,242.34
195.43,73.4,163.03,55.29,4.36,43.11,194.77
50.95,398.25,88.4,97.2,3.89,62.75,190.71
166.38,56.35,141.81,33.23,3.53,60.43,164.5
30.8,15.83,89.75,17.73,0.78,39.97,48.47
116.32,357.11,86.46,52.07,3.32,36.53,191.45
126.99,105.53,153.24,40.01,3.85,48.85,164.04
16.74,294.58,39.09,17.64,2.9,130.31,136.36
85.83,326.3,71.02,89.08,4.47,116.23,203.7
286.92,345.0,48.71,99.09,1.46,103.74,238.4
286.32,396.72,75.03,57.72,1.29,71.28,240.89
108.94,124.68,49.92,77.92,4.36,78.62,161.0
17.71,286.99,117.98,86.19,3.16,43.74,144.83
57.83,55.01,160.64,70.7,0.11,15.78,69.27
120.7,168.66,158.39,6.33,1.83,53.0,141.81
284.6,340.71,76.08,17.45,4.3,76.86,271.22
46.65,153.39,197.81,8.96,0.23,13.31,85.41
230.24,240.53,120.8,2.97,0.12,17.79,163.03
37.06,206.47,82.88,31.99,1.48,43.14,100.39
294.47,261.92,167.93,40.45,4.58,58.23,276.82
117.58,389.43,147.33,25.62,4.52,62.03,226.64
233.69,31.74,151.11,8.33,2.64,22.09,166.27
106.06,233.84,43.25,53.93,2.81,37.74,148.9
190.16,346.58,96.32,28.79,1.73,42.94,195.05
61.64,197.74,173.06,80.01,1.29,14.81,119.8
48.08,40.63,103.29,2.79,4.09,52.28,112.39
281.73,228.61,138.27,84.57,0.62,15.47,199.24
275.71,139.51,119.65,95.57,2.49,107.0,219.06
266.8,70.43,169.26,72.18,3.21,60.98,210.69
189.5,341.12,60.49,73.9,0.61,52.38,177.47
243.44,213.42,117.22,93.49,2.65,23.35,210.18
25.37,373.98,29.03,22.49,2.93,37.84,141.17
103.76,324.35,139.59,99.47,3.74,38.74,199.14
97.54,280.26,147.73,77.8,1.25,147.85,165.95
192.52,11.96,13.35,73.2,1.54,126.13,130.7
110.01,176.85,136.78,37.39,2.89,7.21,148.07
48.81,87.02,85.86,55.49,4.92,94.44,143.28
180.96,365.21,29.2,66.08,1.17,42.11,180.22
245.24,78.09,86.88,62.79,4.93,20.13,210.01
117.73,121.56,42.88,71.09,3.6,107.31,155.04
44.02,211.57,86.03,10.07,4.15,24.08,139.66
63.02,112.71,79.95,36.85,0.54,69.34,81.92
75.06,91.85,148.99,44.53,1.57,96.66,113.27
93.47,243.65,155.97,27.54,0.38,85.4,130.82
194.62,44.68,123.37,18.92,1.92,146.76,158.01
182.28,32.69,9.42,15.61,4.91,118.93,173.89
210.34,155.18,186.55,37.91,0.62,117.26,173.77
111.94,291.06,138.82,50.36,2.86,56.56,180.16
248.08,226.37,11.67,8.17,0.13,6.22,149.95
65.21,174.92,164.67,94.75,3.59,111.49,165.85
143.37,230.64,44.05,76.99,1.07,149.96,156.27
241.28,152.53,117.95,73.62,0.73,63.85,172.67
58.15,375.1,95.99,18.94,1.75,147.9,163.03
37.41,31.41,86.87,61.17,3.88,25.55,102.4
265.69,272.62,178.49,53.91,0.62,47.99,209.5
106.16,357.6,90.29,98.28,1.23,29.76,160.21
206.74,323.52,19.69,75.27,0.14,73.9,171.09
12.48,81.78,189.59,58.42,4.85,120.56,146.39
208.56,125.41,184.5,85.38,3.0,54.4,197.9
98.25,289.65,138.46,17.2,3.63,136.4,194.59
21.44,42.87,96.24,3.49,3.29,84.0,93.91
184.89,326.63,23.11,69.64,0.81,72.49,172.7
76.04,290.37,159.2,11.63,3.02,119.12,176.63
119.11,294.55,19.72,13.31,0.74,19.71,124.96
28.77,49.09,18.38,74.98,2.07,117.19,80.15
48.41,289.93,109.79,28.51,2.89,40.23,146.02
92.9,275.13,36.23,63.61,2.84,45.72,153.42
31.48,334.06,6.51,91.91,0.68,91.92,113.61
273.69,26.22,87.51,33.01,0.27,135.78,155.55
6.78,19.01,31.76,23.28,4.01,88.87,87.11
147.74,155.47,36.3,12.44,3.66,99.1,166.6
